,product_id,product_category
1113,6273,home decor
1114,5513,electronics
1115,6184,accessories
1116,5291,fashion
1117,4986,beauty
1118,2325,fashion
1119,1360,accessories
1120,4410,footwear
1121,6368,home decor
1122,3131,sports
1123,1247,fashion
1124,6305,beauty
1125,4905,beauty
1126,6990,sports
1127,3517,sports
1128,6973,sports
1129,7347,accessories
1130,4821,accessories
1131,7125,home decor
1132,2163,footwear
1133,6807,sports
1134,2645,sports
1135,6108,electronics
1136,7622,fashion
1137,2140,home decor
1138,1827,home decor
1139,3403,footwear
1140,5315,footwear
1141,5096,beauty
1142,6257,beauty
1143,2238,fashion
1144,2442,fashion
1145,5046,home decor
1146,7708,beauty
1147,2404,accessories
1148,1940,beauty
1149,5743,footwear
1150,6633,sports
1151,2427,electronics
1152,5970,beauty
1153,6148,beauty
1154,6950,electronics
1155,7017,sports
1156,4111,fashion
1157,3984,fashion
1158,5011,sports
1159,7271,accessories
1160,4506,sports
1161,6097,electronics
1162,1249,electronics
1163,5087,footwear
1164,1295,sports
1165,6738,home decor
1166,3196,home decor
1167,3510,home decor
1168,5925,electronics
1169,1288,footwear
1170,7384,footwear
1171,3251,beauty
1172,5893,accessories
1173,1195,sports
1174,2574,footwear
1175,1650,beauty
1176,5715,fashion
1177,2489,home decor
1178,2485,footwear
1179,7798,accessories
1180,1560,home decor
1181,1214,beauty
1182,6602,fashion
1183,1196,home decor
1184,2984,beauty
1185,5313,accessories
1186,3185,footwear
1187,7734,accessories
1188,4551,electronics
1189,6676,beauty
1190,3383,home decor
1191,3569,accessories
1192,4425,home decor
1193,4943,beauty
1194,7521,electronics
1195,7541,electronics
1196,5625,sports
1197,3485,fashion
1198,5446,beauty
1199,7763,home decor
1200,3619,home decor
1201,3385,home decor
1202,4300,fashion
1203,1911,footwear
1204,5325,accessories
1205,2584,fashion
1206,1359,beauty
1207,3695,beauty
1208,7994,footwear
1209,1631,sports
1210,5414,fashion
1211,1454,sports
1212,7202,sports
1213,4900,footwear
1214,1944,home decor
1215,4325,sports
1216,1786,home decor
1217,4128,sports
1218,2020,sports
1219,2473,home decor
1220,5650,sports
1221,6272,footwear
1222,7937,sports
1223,7603,accessories
1224,4860,fashion
1225,3074,beauty
1226,2271,fashion
1227,6290,sports
1228,4010,home decor
1229,2205,accessories
1230,7078,accessories
1231,7473,footwear
1232,2804,footwear
1233,3322,beauty
1234,5958,accessories
1235,4020,footwear
1236,5723,fashion
1237,3253,sports
1238,6177,home decor
1239,6151,home decor
1240,6680,beauty
1241,3661,beauty
1242,2892,home decor
1243,6773,footwear
1244,2069,home decor
1245,6988,footwear
1246,3651,sports
1247,4260,electronics
1248,2555,accessories
1249,6784,home decor
1250,4530,sports
1251,1026,accessories
1252,5932,beauty
1253,6874,fashion
1254,2774,accessories
1255,4120,footwear
1256,1130,footwear
1257,2988,electronics
1258,2159,accessories
1259,6686,sports
1260,5832,fashion
1261,5045,sports
1262,5766,fashion
1263,7919,sports
1264,3368,sports
1265,3418,accessories
1266,1486,footwear
1267,6252,beauty
1268,6153,sports
1269,5846,footwear
1270,7144,home decor
1271,4081,footwear
1272,3021,sports
1273,5941,footwear
1274,6639,home decor
1275,4736,fashion
1276,5529,sports
1277,3364,beauty
1278,3596,electronics
1279,6332,footwear
1280,6229,electronics
1281,5009,fashion
1282,4572,electronics
1283,5094,beauty
1284,7594,footwear
1285,5575,beauty
1286,2213,electronics
1287,1645,footwear
1288,2074,electronics
1289,3446,sports
1290,6537,beauty
1291,6037,footwear
1292,3797,electronics
1293,1252,beauty
1294,2745,beauty
1295,5760,footwear
1296,7845,sports
1297,3582,electronics
1298,7048,fashion
1299,2981,fashion
1300,6146,fashion
1301,3026,electronics
1302,5252,footwear
1303,7702,fashion
1304,7992,electronics
1305,4644,home decor
1306,6910,footwear
1307,6433,beauty
1308,3739,footwear
1309,4217,footwear
1310,3091,accessories
1311,3227,footwear
1312,7487,electronics
1313,2994,beauty
1314,1044,beauty
1315,3887,accessories
1316,2219,footwear
1317,7957,beauty
1318,5695,sports
1319,7448,home decor
1320,2153,electronics
1321,4922,footwear
1322,7129,sports
1323,4033,footwear
1324,6463,fashion
1325,1958,footwear
1326,6033,sports
1327,2595,home decor
1328,3362,fashion
1329,3024,sports
1330,6568,accessories
1331,7012,electronics
1332,4487,sports
1333,3479,home decor
1334,7908,fashion
1335,7039,fashion
1336,4303,fashion
1337,5594,accessories
1338,5215,footwear
1339,5769,sports
1340,6809,electronics
1341,4027,footwear
1342,4798,home decor
1343,5699,home decor
1344,4123,home decor
1345,4665,sports
1346,6693,beauty
1347,4444,electronics
1348,2532,accessories
1349,5397,fashion
1350,3598,beauty
1351,4000,electronics
1352,6915,accessories
1353,7820,footwear
1354,5953,beauty
1355,4290,electronics
1356,5286,accessories
1357,4962,home decor
1358,7554,sports
1359,7700,beauty
1360,2914,fashion
1361,1398,home decor
1362,5975,electronics
1363,4980,footwear
1364,1085,sports
1365,3710,accessories
1366,2598,home decor
1367,6733,home decor
1368,3759,home decor
1369,5036,sports
1370,4750,footwear
1371,6181,accessories
1372,3814,sports
1373,7006,beauty
1374,1866,sports
1375,1693,sports
1376,7376,accessories
1377,4405,accessories
1378,7273,footwear
1379,7392,fashion
1380,5041,accessories
1381,7977,fashion
1382,7444,footwear
1383,4794,beauty
1384,4820,beauty
1385,7918,electronics
1386,2430,accessories
1387,7716,accessories
1388,5523,sports
1389,1738,beauty
1390,4998,sports
1391,4488,fashion
1392,5876,electronics
1393,5833,fashion
1394,5114,footwear
1395,5819,fashion
1396,5802,footwear
1397,6714,fashion
1398,6038,home decor
1399,2566,fashion
1400,3089,sports
1401,5362,accessories
1402,3286,fashion
1403,4914,accessories
1404,4536,home decor
1405,4937,electronics
1406,1369,accessories
1407,1712,beauty
1408,3470,electronics
1409,4561,footwear
1410,2366,accessories
1411,4916,electronics
1412,3721,electronics
1413,1937,fashion
1414,7906,beauty
1415,5816,sports
1416,5783,footwear
1417,6739,electronics
1418,2934,accessories
1419,2310,fashion
1420,5142,accessories
1421,5143,home decor
1422,2324,electronics
1423,6297,accessories
1424,3083,home decor
1425,1409,fashion
1426,5659,electronics
1427,2303,electronics
1428,4333,home decor
1429,4910,beauty
1430,6427,electronics
1431,5123,accessories
1432,3092,beauty
1433,3637,beauty
1434,4540,beauty
1435,7305,footwear
1436,4526,electronics
1437,7388,beauty
1438,5886,electronics
1439,1128,footwear
1440,2939,home decor
1441,5193,sports
1442,3741,beauty
1443,2137,fashion
1444,5804,electronics
1445,3263,electronics
1446,4915,sports
1447,3881,fashion
1448,3188,beauty
1449,3782,sports
1450,6677,beauty
1451,2399,fashion
1452,2576,fashion
1453,6847,electronics
1454,2536,home decor
1455,4336,footwear
1456,6086,footwear
1457,7330,sports
1458,5183,footwear
1459,6657,home decor
1460,7694,home decor
1461,1821,footwear
1462,2396,beauty
1463,5245,beauty
1464,2760,footwear
1465,5040,beauty
1466,7030,beauty
1467,5565,electronics
1468,7607,fashion
1469,4426,accessories
1470,2392,accessories
1471,2743,fashion
1472,1401,fashion
1473,5204,home decor
1474,4889,electronics
1475,2936,electronics
1476,3046,sports
1477,7915,footwear
1478,5163,beauty
1479,7068,beauty
1480,1766,accessories
1481,3691,electronics
1482,6132,footwear
1483,5273,accessories
1484,7199,accessories
1485,4909,accessories
1486,4396,footwear
1487,7198,electronics
1488,7944,accessories
1489,6061,footwear
1490,7561,fashion
1491,1580,accessories
1492,3617,beauty
1493,7947,beauty
1494,3907,fashion
1495,1134,beauty
1496,3104,footwear
1497,4720,sports
1498,3841,footwear
1499,6430,footwear
1500,2558,electronics
1501,7839,beauty
1502,3201,sports
1503,7771,home decor
1504,2610,footwear
1505,7576,electronics
1506,3636,footwear
1507,1986,fashion
1508,6569,beauty
1509,5367,footwear
1510,2010,home decor
1511,3655,home decor
1512,6078,sports
1513,6371,electronics
1514,4144,accessories
1515,5063,accessories
1516,2667,footwear
1517,1809,beauty
1518,2519,electronics
1519,3697,electronics
1520,4971,beauty
1521,1219,fashion
